OrderID,Year,State,Category,ProductName,Brand,PaymentMethod,OrderStatus,Quantity,TotalAmount,Tax,ShippingCost
546,2022,IL,Sports & Outdoors,Smartwatch,ReadMore,UPI,Shipped,67,19092.67,17.41,169.88
547,2021,OH,Toys & Games,Kids Toy Car,BrightMax,Net Banking,Shipped,69,18622.48,23.26,167.79
548,2023,CO,Books,Mechanical Keyboard,BrightMax,Debit Card,Delivered,34,10486.59,32.01,103.17
549,2024,OH,Electronics,LED Desk Lamp,Fizzle,Net Banking,Delivered,67,17682.97,23.52,169.22
550,2022,IN,Sports & Outdoors,Dress Shirt,NextPro,Net Banking,Delivered,64,11356.68,22.02,178.93
551,2020,CO,Electronics,Smartwatch,ReadMore,UPI,Shipped,35,10081.34,15.0,156.7
552,2023,IL,Sports & Outdoors,Memory Card 128GB,ReadMore,Amazon Pay,Delivered,64,14956.18,26.02,173.25
553,2020,NC,Toys & Games,Mechanical Keyboard,Apex,Amazon Pay,Delivered,68,21091.81,27.57,155.39
554,2023,OH,Toys & Games,Water Bottle,Apex,Credit Card,Shipped,39,11413.32,15.35,136.82
555,2023,CA,Sports & Outdoors,Memory Card 128GB,CoreTech,Net Banking,Delivered,50,19186.02,21.03,89.92
556,2020,IN,Sports & Outdoors,Kids Toy Car,HomeEase,UPI,Shipped,46,9479.97,30.09,134.79
557,2020,NC,Home & Kitchen,Smartwatch,ReadMore,Cash on Delivery,Delivered,49,11476.47,23.57,160.51
558,2020,WA,Toys & Games,Dress Shirt,NextPro,UPI,Delivered,32,12662.57,11.0,197.66
559,2024,NC,Books,Gaming Mouse,NextPro,Cash on Delivery,Delivered,37,19738.15,14.96,187.7
560,2022,OH,Books,Gaming Mouse,Fizzle,Cash on Delivery,Returned,55,14703.3,19.43,143.08
561,2024,IL,Clothing,LED Desk Lamp,Zenith,Cash on Delivery,Delivered,51,11921.36,25.71,101.29
562,2022,CO,Electronics,Kids Toy Car,NextPro,Credit Card,Delivered,68,21711.01,26.51,152.6
563,2020,OH,Home & Kitchen,Electric Kettle,BrightMax,Net Banking,Delivered,49,15801.3,11.25,89.82
564,2020,CA,Sports & Outdoors,Water Bottle,Apex,Net Banking,Delivered,55,16070.03,21.94,116.66
565,2023,PA,Sports & Outdoors,Mechanical Keyboard,Fizzle,UPI,Delivered,36,12449.47,17.08,168.83
566,2023,TX,Books,Gaming Mouse,Fizzle,Debit Card,Delivered,41,13029.43,9.79,122.6
567,2022,WA,Home & Kitchen,Memory Card 128GB,CoreTech,Amazon Pay,Delivered,43,21305.44,16.16,136.04
568,2024,NC,Clothing,Electric Kettle,NextPro,Amazon Pay,Shipped,37,21314.08,16.4,145.89
569,2023,IN,Home & Kitchen,LED Desk Lamp,HomeEase,Amazon Pay,Delivered,70,11403.09,30.92,93.23
570,2024,IN,Toys & Games,Electric Kettle,Apex,Cash on Delivery,Delivered,69,15622.92,15.94,88.12
571,2020,NC,Sports & Outdoors,Memory Card 128GB,HomeEase,Net Banking,Shipped,48,20724.31,17.4,142.83
572,2022,NC,Home & Kitchen,Smartwatch,HomeEase,Net Banking,Delivered,45,13379.97,14.47,153.61
573,2023,IN,Electronics,Dress Shirt,CoreTech,Credit Card,Shipped,56,13512.96,8.87,142.85
574,2020,TX,Toys & Games,Memory Card 128GB,Zenith,Debit Card,Delivered,55,13310.65,21.07,167.28
575,2021,OH,Clothing,Kids Toy Car,Fizzle,Credit Card,Cancelled,45,16043.57,16.97,155.16
576,2023,IN,Clothing,Memory Card 128GB,KiddoFun,Net Banking,Delivered,61,12888.99,31.96,97.56
577,2020,WA,Electronics,Memory Card 128GB,Apex,Credit Card,Delivered,49,17519.32,21.48,166.26
578,2021,NC,Clothing,Smartwatch,HomeEase,Cash on Delivery,Delivered,70,18260.23,19.89,164.29
579,2022,IN,Electronics,Smartwatch,CoreTech,Cash on Delivery,Delivered,70,11550.42,27.74,171.98
580,2022,PA,Sports & Outdoors,Memory Card 128GB,ReadMore,Debit Card,Delivered,70,12078.15,11.35,129.4
581,2023,PA,Toys & Games,Jeans,KiddoFun,UPI,Cancelled,46,13510.69,32.35,108.01
582,2024,CA,Books,Mechanical Keyboard,Fizzle,UPI,Shipped,49,10790.92,32.97,99.26
583,2024,IN,Books,Gaming Mouse,KiddoFun,Amazon Pay,Delivered,55,12666.69,28.37,190.13
584,2020,TX,Electronics,LED Desk Lamp,HomeEase,Net Banking,Returned,44,10761.72,30.49,191.1
585,2022,CA,Sports & Outdoors,LED Desk Lamp,CoreTech,Debit Card,Delivered,38,16749.25,29.86,158.78
586,2024,CO,Clothing,Kids Toy Car,CoreTech,Debit Card,Pending,54,10401.7,22.75,145.75
587,2023,TX,Electronics,Memory Card 128GB,CoreTech,UPI,Cancelled,65,13003.45,28.93,123.72
588,2022,IN,Sports & Outdoors,Gaming Mouse,Fizzle,Debit Card,Shipped,48,13455.14,9.27,179.48
589,2024,TX,Electronics,Memory Card 128GB,KiddoFun,Debit Card,Delivered,40,12415.06,30.55,148.98
590,2021,TX,Electronics,Mechanical Keyboard,Zenith,Debit Card,Returned,53,14802.83,26.28,188.99
591,2023,TX,Books,Mechanical Keyboard,KiddoFun,UPI,Delivered,51,19270.86,23.19,88.19
592,2020,IN,Electronics,Kids Toy Car,ReadMore,UPI,Delivered,52,13245.58,25.67,190.29
593,2022,TX,Sports & Outdoors,Kids Toy Car,HomeEase,Cash on Delivery,Delivered,36,9002.52,11.37,125.77
594,2021,WA,Toys & Games,Water Bottle,KiddoFun,Credit Card,Delivered,31,13229.31,33.29,138.69
595,2021,NC,Clothing,Water Bottle,Fizzle,Debit Card,Delivered,56,12403.18,13.74,80.54
596,2024,PA,Sports & Outdoors,Smartwatch,Zenith,Amazon Pay,Pending,54,19723.5,23.53,195.89
597,2022,OH,Books,Smartwatch,BrightMax,Amazon Pay,Delivered,56,18960.92,31.96,109.06
598,2023,IN,Books,Dress Shirt,ReadMore,UPI,Delivered,59,9129.63,11.4,89.1
599,2024,IN,Toys & Games,Memory Card 128GB,UrbanStyle,Amazon Pay,Delivered,46,15573.42,15.1,121.95
600,2023,PA,Clothing,Mechanical Keyboard,NextPro,Cash on Delivery,Returned,54,9687.17,8.94,189.0
601,2020,PA,Toys & Games,Dress Shirt,NextPro,UPI,Delivered,60,17456.69,27.6,176.56
602,2024,CO,Books,Water Bottle,UrbanStyle,Credit Card,Delivered,46,10484.16,14.95,154.7
603,2023,CO,Toys & Games,Memory Card 128GB,Zenith,Debit Card,Delivered,67,10343.64,28.15,93.07
604,2020,TX,Electronics,Jeans,HomeEase,UPI,Delivered,35,16158.55,27.87,163.84
605,2021,TX,Books,Kids Toy Car,ReadMore,Net Banking,Delivered,45,20131.83,16.92,93.11
606,2024,OH,Home & Kitchen,Electric Kettle,KiddoFun,Debit Card,Shipped,32,19773.9,27.03,98.08
607,2022,CO,Electronics,Memory Card 128GB,HomeEase,UPI,Delivered,31,17533.86,8.77,143.07
608,2023,CO,Electronics,Mechanical Keyboard,NextPro,Debit Card,Returned,52,20698.35,9.41,165.01
609,2020,IL,Electronics,Smartwatch,Apex,Cash on Delivery,Delivered,61,12064.14,34.0,100.73
610,2023,CA,Sports & Outdoors,Jeans,Zenith,UPI,Delivered,66,17333.26,19.59,148.47
611,2020,IL,Books,Dress Shirt,Fizzle,Amazon Pay,Cancelled,40,14691.1,20.14,125.9
612,2022,TX,Electronics,Kids Toy Car,BrightMax,Cash on Delivery,Shipped,66,13035.14,25.86,112.94
613,2021,IN,Sports & Outdoors,Memory Card 128GB,ReadMore,UPI,Delivered,58,21054.23,25.86,117.19
614,2020,IL,Clothing,Electric Kettle,CoreTech,Credit Card,Delivered,51,14060.43,30.11,129.17
615,2021,CO,Home & Kitchen,Jeans,ReadMore,Amazon Pay,Cancelled,53,19127.75,19.76,146.74
616,2021,CO,Home & Kitchen,Jeans,BrightMax,Cash on Delivery,Delivered,65,14236.54,18.88,148.08
617,2023,CO,Home & Kitchen,Water Bottle,HomeEase,UPI,Shipped,34,21259.39,12.12,81.48
618,2023,IL,Sports & Outdoors,Gaming Mouse,Zenith,UPI,Delivered,49,18110.74,9.07,94.1
619,2024,OH,Home & Kitchen,Dress Shirt,Apex,Net Banking,Cancelled,67,21704.34,21.48,108.74
620,2021,IL,Books,Water Bottle,KiddoFun,Amazon Pay,Shipped,67,20975.88,25.75,105.04
621,2021,IL,Home & Kitchen,Smartwatch,CoreTech,UPI,Pending,49,13484.94,24.12,143.8
622,2022,NC,Home & Kitchen,Dress Shirt,Fizzle,UPI,Cancelled,63,12182.93,18.98,102.55
623,2021,OH,Books,Memory Card 128GB,CoreTech,Net Banking,Delivered,54,15085.62,13.66,125.74
624,2023,CO,Home & Kitchen,Water Bottle,NextPro,Debit Card,Delivered,51,11067.33,11.13,80.24
625,2021,OH,Electronics,Memory Card 128GB,UrbanStyle,Debit Card,Delivered,54,13620.06,20.26,174.5
626,2021,PA,Sports & Outdoors,Mechanical Keyboard,BrightMax,Net Banking,Delivered,49,13157.88,15.66,108.96
627,2021,CA,Clothing,LED Desk Lamp,BrightMax,Cash on Delivery,Delivered,62,9162.09,9.08,118.35
628,2022,WA,Home & Kitchen,Water Bottle,Zenith,Debit Card,Pending,51,18119.99,9.74,173.37
629,2021,PA,Sports & Outdoors,Jeans,HomeEase,Debit Card,Delivered,46,15271.16,13.11,176.3
630,2023,CA,Clothing,Memory Card 128GB,BrightMax,Net Banking,Delivered,40,19228.74,10.86,171.15
631,2022,PA,Home & Kitchen,Jeans,Apex,Cash on Delivery,Delivered,63,10851.1,33.71,90.73
632,2020,CO,Home & Kitchen,Gaming Mouse,Zenith,Debit Card,Shipped,42,16288.87,21.74,169.41
633,2021,PA,Sports & Outdoors,Gaming Mouse,BrightMax,Net Banking,Delivered,47,9529.75,18.99,168.36
634,2020,IN,Sports & Outdoors,Kids Toy Car,KiddoFun,Credit Card,Delivered,30,8872.86,8.94,157.68
635,2020,OH,Sports & Outdoors,Jeans,HomeEase,Credit Card,Returned,30,10143.52,30.33,90.13
636,2021,IN,Books,Smartwatch,Fizzle,Debit Card,Cancelled,51,14041.59,12.19,143.09
637,2024,PA,Clothing,Kids Toy Car,CoreTech,Debit Card,Cancelled,55,9421.97,14.02,176.47
638,2024,OH,Electronics,Jeans,HomeEase,Debit Card,Delivered,61,13444.52,28.31,83.85
639,2024,IN,Clothing,Mechanical Keyboard,UrbanStyle,UPI,Delivered,34,13666.56,29.01,198.91
640,2022,TX,Home & Kitchen,Kids Toy Car,KiddoFun,Net Banking,Delivered,65,12663.27,22.84,101.28
641,2024,NC,Toys & Games,Dress Shirt,Zenith,UPI,Delivered,61,19878.27,29.71,150.67
642,2021,IL,Clothing,Water Bottle,HomeEase,Cash on Delivery,Delivered,48,15181.43,24.18,107.69
643,2023,NC,Toys & Games,Jeans,Zenith,Debit Card,Delivered,50,17360.08,15.04,148.44
644,2020,CO,Electronics,Electric Kettle,NextPro,Net Banking,Delivered,60,13139.96,29.8,161.55
645,2020,WA,Electronics,Water Bottle,NextPro,Debit Card,Shipped,50,11180.44,9.46,153.8
646,2021,NC,Sports & Outdoors,Electric Kettle,HomeEase,Cash on Delivery,Delivered,63,15033.19,16.23,94.02
647,2022,WA,Home & Kitchen,Water Bottle,Fizzle,Amazon Pay,Delivered,69,16306.48,9.89,191.52
648,2020,TX,Books,Jeans,BrightMax,UPI,Delivered,52,18557.23,9.38,135.07
649,2021,OH,Books,Kids Toy Car,Apex,Net Banking,Delivered,50,21687.89,19.81,194.21
650,2020,CO,Clothing,Smartwatch,BrightMax,UPI,Delivered,67,20635.63,23.52,150.8
651,2023,IL,Books,Water Bottle,Fizzle,Amazon Pay,Delivered,49,20019.93,12.78,128.15
652,2023,TX,Electronics,Mechanical Keyboard,UrbanStyle,UPI,Delivered,57,14222.68,22.09,128.52
653,2022,TX,Sports & Outdoors,Gaming Mouse,Zenith,Cash on Delivery,Pending,34,16984.43,27.11,123.61
654,2023,WA,Sports & Outdoors,Electric Kettle,Fizzle,UPI,Delivered,53,10602.29,25.53,111.26
655,2022,CA,Electronics,Memory Card 128GB,UrbanStyle,UPI,Delivered,68,14740.55,23.57,152.05
656,2024,CA,Sports & Outdoors,Kids Toy Car,NextPro,Credit Card,Delivered,38,21040.14,20.64,90.52
657,2022,CO,Sports & Outdoors,Jeans,Zenith,Credit Card,Delivered,51,16943.08,11.84,191.62
658,2021,CO,Sports & Outdoors,Kids Toy Car,BrightMax,Net Banking,Delivered,63,15574.46,29.61,145.96
659,2020,PA,Books,Memory Card 128GB,HomeEase,Amazon Pay,Shipped,60,15568.35,24.73,149.63
660,2021,IN,Toys & Games,Gaming Mouse,UrbanStyle,Cash on Delivery,Pending,61,11147.71,17.86,135.92
661,2024,TX,Books,Kids Toy Car,ReadMore,Net Banking,Delivered,68,18353.97,14.01,185.93
662,2020,CA,Home & Kitchen,Mechanical Keyboard,Apex,Debit Card,Shipped,56,14529.93,33.84,120.02
663,2023,CO,Home & Kitchen,Mechanical Keyboard,NextPro,Net Banking,Delivered,62,21516.13,31.63,119.98
664,2024,PA,Electronics,Memory Card 128GB,Zenith,Amazon Pay,Delivered,51,14600.08,17.81,94.73
665,2022,OH,Books,Dress Shirt,ReadMore,Credit Card,Shipped,68,21144.07,28.5,119.54
666,2022,WA,Home & Kitchen,Memory Card 128GB,Apex,Cash on Delivery,Delivered,50,15196.86,11.56,133.16
667,2022,WA,Home & Kitchen,Kids Toy Car,KiddoFun,Credit Card,Delivered,42,14155.16,27.76,172.85
668,2024,TX,Clothing,Smartwatch,NextPro,Credit Card,Delivered,51,9555.23,21.76,140.02
669,2023,WA,Clothing,Dress Shirt,UrbanStyle,Credit Card,Delivered,40,9253.68,24.97,83.47
670,2022,IL,Electronics,LED Desk Lamp,UrbanStyle,Credit Card,Delivered,45,20641.07,32.07,166.88
671,2024,CA,Sports & Outdoors,LED Desk Lamp,BrightMax,Credit Card,Delivered,61,20423.67,17.5,97.36
672,2023,CO,Sports & Outdoors,Dress Shirt,KiddoFun,Credit Card,Delivered,55,13596.52,20.46,188.23
673,2021,CA,Books,Smartwatch,NextPro,Debit Card,Delivered,46,11612.52,16.57,117.94
674,2020,CO,Sports & Outdoors,Water Bottle,CoreTech,Debit Card,Pending,67,11646.32,32.97,154.58
675,2020,IL,Clothing,Gaming Mouse,KiddoFun,Cash on Delivery,Delivered,51,11121.2,20.99,145.65
676,2020,IL,Books,Memory Card 128GB,CoreTech,Amazon Pay,Delivered,63,9445.08,15.2,154.15
677,2020,IL,Clothing,Smartwatch,UrbanStyle,Net Banking,Delivered,56,13952.82,18.18,106.0
678,2022,NC,Home & Kitchen,Dress Shirt,BrightMax,Cash on Delivery,Delivered,35,20400.13,26.31,166.32
679,2023,IN,Clothing,Gaming Mouse,HomeEase,Credit Card,Shipped,61,20013.58,26.11,141.46
680,2023,TX,Clothing,Memory Card 128GB,UrbanStyle,Debit Card,Delivered,62,20292.15,18.52,172.85
681,2021,IN,Sports & Outdoors,Smartwatch,KiddoFun,Debit Card,Delivered,57,14530.82,12.42,141.87
682,2020,TX,Home & Kitchen,Gaming Mouse,HomeEase,Credit Card,Delivered,57,20239.82,19.41,164.85
683,2022,IN,Electronics,Gaming Mouse,UrbanStyle,UPI,Delivered,56,13521.05,30.42,154.97
684,2021,PA,Books,Memory Card 128GB,HomeEase,Cash on Delivery,Delivered,36,18301.9,24.02,172.32
685,2020,CA,Home & Kitchen,Kids Toy Car,Zenith,UPI,Delivered,59,16958.65,9.7,151.21
686,2021,IN,Electronics,Kids Toy Car,UrbanStyle,Net Banking,Delivered,70,16108.37,23.64,195.36
687,2022,CA,Toys & Games,LED Desk Lamp,ReadMore,Amazon Pay,Shipped,64,17245.64,32.94,80.23
688,2022,CA,Clothing,Water Bottle,ReadMore,Debit Card,Delivered,52,18490.84,17.2,133.37
689,2021,CA,Electronics,Jeans,Apex,Net Banking,Pending,41,9655.94,16.9,116.2
690,2020,IN,Books,Dress Shirt,BrightMax,Credit Card,Delivered,65,9395.32,8.75,168.69
691,2024,IN,Electronics,Memory Card 128GB,KiddoFun,Amazon Pay,Delivered,58,11383.28,31.18,120.18
692,2024,OH,Home & Kitchen,Mechanical Keyboard,HomeEase,Debit Card,Delivered,59,13752.11,22.91,86.9
693,2024,OH,Electronics,Mechanical Keyboard,Apex,Amazon Pay,Shipped,48,10429.2,32.93,138.4
694,2020,NC,Home & Kitchen,Memory Card 128GB,Fizzle,Credit Card,Delivered,41,17364.28,33.94,147.63
695,2024,TX,Books,Electric Kettle,UrbanStyle,Net Banking,Shipped,50,16566.18,12.9,157.6
696,2021,CA,Sports & Outdoors,Water Bottle,Apex,Credit Card,Delivered,60,15282.61,10.01,108.02
697,2022,TX,Toys & Games,Mechanical Keyboard,NextPro,Cash on Delivery,Shipped,48,20444.95,29.68,149.46
698,2020,IN,Electronics,Kids Toy Car,HomeEase,Debit Card,Delivered,66,20442.44,11.07,199.84
699,2022,PA,Clothing,Electric Kettle,Zenith,Amazon Pay,Shipped,49,19268.16,15.11,152.37
700,2023,NC,Home & Kitchen,Kids Toy Car,Fizzle,Credit Card,Delivered,48,11813.16,14.38,162.1
701,2023,WA,Toys & Games,Smartwatch,ReadMore,UPI,Delivered,48,17413.44,22.31,176.34
702,2021,IL,Books,Electric Kettle,Zenith,Amazon Pay,Returned,35,14954.72,32.55,188.65
703,2020,WA,Home & Kitchen,Memory Card 128GB,KiddoFun,Debit Card,Delivered,68,17446.25,13.69,90.95
704,2022,NC,Clothing,LED Desk Lamp,Zenith,Amazon Pay,Delivered,67,9598.88,21.32,176.99
705,2024,PA,Toys & Games,Electric Kettle,UrbanStyle,Credit Card,Shipped,30,14019.04,22.83,85.68
706,2020,IN,Electronics,Jeans,HomeEase,UPI,Pending,50,17799.05,18.11,159.52
707,2021,WA,Electronics,LED Desk Lamp,CoreTech,Credit Card,Delivered,69,13689.09,26.06,161.71
708,2023,IN,Sports & Outdoors,Smartwatch,CoreTech,Net Banking,Shipped,66,13753.87,32.62,173.82
709,2024,CO,Electronics,Dress Shirt,UrbanStyle,Cash on Delivery,Delivered,62,18334.56,9.58,187.62
710,2022,NC,Electronics,Smartwatch,Apex,Debit Card,Shipped,53,18194.43,31.82,148.72
711,2020,PA,Home & Kitchen,Smartwatch,BrightMax,UPI,Delivered,32,16325.91,20.56,120.93
712,2021,CO,Toys & Games,Electric Kettle,KiddoFun,Debit Card,Delivered,54,14698.86,26.88,138.91
713,2024,CO,Toys & Games,LED Desk Lamp,Apex,Credit Card,Returned,37,14712.62,10.77,137.33
714,2022,CO,Sports & Outdoors,Jeans,CoreTech,Credit Card,Delivered,68,15136.53,9.19,159.54
715,2022,NC,Toys & Games,Smartwatch,Apex,Debit Card,Returned,44,21027.25,15.99,171.27
716,2020,CA,Books,LED Desk Lamp,ReadMore,Amazon Pay,Delivered,48,17048.24,16.25,176.78
717,2020,IN,Home & Kitchen,Mechanical Keyboard,Zenith,Amazon Pay,Delivered,57,16941.87,33.23,169.81
718,2022,WA,Electronics,Kids Toy Car,BrightMax,Net Banking,Delivered,44,9917.27,26.57,123.45
719,2021,IN,Books,Memory Card 128GB,BrightMax,Debit Card,Shipped,61,8822.98,32.87,124.38
720,2021,WA,Home & Kitchen,Dress Shirt,Fizzle,Net Banking,Returned,39,14727.1,33.81,160.73
721,2021,CO,Sports & Outdoors,Dress Shirt,Fizzle,Credit Card,Delivered,51,10098.95,19.78,96.67
722,2024,IN,Sports & Outdoors,LED Desk Lamp,ReadMore,Amazon Pay,Delivered,43,10239.49,30.92,98.97
723,2020,CO,Books,Water Bottle,HomeEase,UPI,Returned,43,16498.92,23.09,157.43
724,2021,NC,Home & Kitchen,Kids Toy Car,CoreTech,Debit Card,Delivered,59,21555.42,11.03,166.55
725,2022,CO,Clothing,Jeans,Fizzle,Net Banking,Returned,59,10259.66,26.44,189.59
726,2021,CA,Home & Kitchen,Memory Card 128GB,Fizzle,Net Banking,Shipped,54,18291.78,24.3,163.63
727,2023,CA,Electronics,Mechanical Keyboard,Fizzle,Net Banking,Delivered,43,18855.06,21.04,96.29
728,2022,IL,Clothing,Dress Shirt,Fizzle,UPI,Delivered,56,20778.5,18.33,160.14
729,2020,IN,Home & Kitchen,Jeans,HomeEase,UPI,Shipped,52,10096.98,29.8,144.85
730,2021,CA,Sports & Outdoors,Jeans,KiddoFun,Cash on Delivery,Delivered,49,21257.55,16.96,173.19
731,2020,CO,Sports & Outdoors,Jeans,Apex,UPI,Delivered,70,17410.57,13.12,120.44
732,2020,WA,Sports & Outdoors,Water Bottle,Fizzle,UPI,Delivered,68,18259.12,13.55,198.83
733,2020,NC,Toys & Games,Smartwatch,Zenith,Credit Card,Returned,58,13212.74,29.24,129.47
734,2023,PA,Toys & Games,Memory Card 128GB,BrightMax,UPI,Delivered,61,16652.54,24.16,88.82
735,2023,CO,Electronics,Electric Kettle,Zenith,Credit Card,Delivered,65,16447.44,32.7,161.04
736,2023,PA,Home & Kitchen,Gaming Mouse,UrbanStyle,Debit Card,Delivered,31,17086.89,10.19,160.97
737,2022,TX,Clothing,Smartwatch,HomeEase,Cash on Delivery,Delivered,45,8740.68,32.69,115.18
738,2020,WA,Electronics,Kids Toy Car,Zenith,Cash on Delivery,Delivered,53,9386.1,15.93,164.52
739,2024,IL,Toys & Games,Memory Card 128GB,NextPro,Amazon Pay,Delivered,66,16462.01,30.08,199.07
740,2020,OH,Home & Kitchen,Smartwatch,Apex,UPI,Delivered,54,9297.29,23.87,118.91
741,2023,IN,Toys & Games,Electric Kettle,Apex,Cash on Delivery,Delivered,57,20588.07,31.27,105.82
742,2020,TX,Books,Mechanical Keyboard,UrbanStyle,Debit Card,Shipped,51,19361.89,21.05,175.03
743,2022,OH,Home & Kitchen,Kids Toy Car,KiddoFun,Net Banking,Delivered,37,19294.07,15.98,164.2
744,2022,OH,Electronics,Smartwatch,Zenith,Net Banking,Delivered,68,19184.23,11.91,139.26
745,2020,IN,Books,Electric Kettle,Fizzle,Amazon Pay,Returned,60,21436.45,25.92,192.9
746,2021,WA,Clothing,Jeans,Zenith,Credit Card,Cancelled,49,14004.64,28.24,132.56
747,2024,PA,Clothing,Mechanical Keyboard,Zenith,Debit Card,Shipped,62,15378.15,24.7,158.28
748,2024,NC,Toys & Games,Electric Kettle,UrbanStyle,Debit Card,Delivered,53,19348.93,27.17,141.09
749,2021,IL,Home & Kitchen,Jeans,CoreTech,Cash on Delivery,Cancelled,34,19206.98,25.34,96.26
750,2024,CA,Electronics,Mechanical Keyboard,BrightMax,Cash on Delivery,Delivered,70,14300.51,30.83,138.28
751,2021,PA,Books,Smartwatch,HomeEase,Credit Card,Delivered,45,15659.77,34.03,108.87
752,2022,OH,Clothing,Dress Shirt,UrbanStyle,Credit Card,Delivered,36,9954.53,27.31,151.45
753,2020,IN,Books,Water Bottle,ReadMore,Debit Card,Delivered,35,9915.19,29.44,100.49
754,2021,NC,Sports & Outdoors,Smartwatch,Zenith,Debit Card,Returned,35,20555.55,15.68,139.08
755,2022,WA,Books,Dress Shirt,KiddoFun,Cash on Delivery,Delivered,60,9682.58,32.13,104.74
756,2023,IN,Clothing,Mechanical Keyboard,Apex,Net Banking,Delivered,45,13271.6,11.75,111.92
757,2020,NC,Clothing,Water Bottle,UrbanStyle,Debit Card,Delivered,43,17254.13,34.25,113.85
758,2020,WA,Electronics,LED Desk Lamp,ReadMore,Debit Card,Delivered,51,19394.47,31.74,143.83
759,2021,CO,Sports & Outdoors,Smartwatch,CoreTech,Debit Card,Pending,43,9326.7,32.74,179.83
760,2021,TX,Toys & Games,LED Desk Lamp,ReadMore,Net Banking,Delivered,56,11449.65,24.44,180.59
761,2020,CO,Electronics,Kids Toy Car,BrightMax,Amazon Pay,Returned,69,8919.21,32.91,185.64
762,2020,PA,Sports & Outdoors,Jeans,CoreTech,UPI,Shipped,45,9114.16,21.75,116.56
763,2021,IL,Home & Kitchen,Gaming Mouse,Fizzle,UPI,Delivered,58,17535.7,14.6,150.44
764,2021,OH,Clothing,Mechanical Keyboard,Apex,Amazon Pay,Delivered,43,19103.4,29.32,123.3
765,2024,NC,Home & Kitchen,Gaming Mouse,HomeEase,UPI,Pending,53,19979.24,18.65,82.55
766,2020,PA,Clothing,LED Desk Lamp,BrightMax,Net Banking,Delivered,56,8865.61,28.71,134.59
767,2022,NC,Home & Kitchen,Gaming Mouse,CoreTech,Amazon Pay,Delivered,55,10485.6,11.24,179.93
768,2022,PA,Toys & Games,LED Desk Lamp,Zenith,UPI,Pending,54,15292.48,13.01,105.36
769,2021,PA,Books,Gaming Mouse,NextPro,Cash on Delivery,Delivered,53,20806.06,10.37,143.45
770,2023,PA,Home & Kitchen,Memory Card 128GB,Apex,UPI,Delivered,53,20872.51,25.32,90.1
771,2022,CO,Toys & Games,Dress Shirt,UrbanStyle,Amazon Pay,Pending,67,20079.42,16.65,91.32
772,2023,PA,Clothing,LED Desk Lamp,Fizzle,Net Banking,Cancelled,68,19147.19,21.23,107.51
773,2022,CA,Sports & Outdoors,Smartwatch,Apex,Debit Card,Shipped,56,19891.93,24.38,176.75
774,2020,NC,Books,Smartwatch,UrbanStyle,Amazon Pay,Delivered,54,12100.77,27.85,112.36
775,2020,TX,Books,LED Desk Lamp,Zenith,Net Banking,Cancelled,41,21278.84,30.07,112.93
776,2023,IN,Clothing,Smartwatch,KiddoFun,Amazon Pay,Delivered,64,13709.06,25.64,126.69
777,2020,TX,Toys & Games,Water Bottle,HomeEase,Net Banking,Shipped,55,17468.97,17.15,124.93
778,2023,CA,Clothing,Memory Card 128GB,BrightMax,UPI,Returned,32,11481.24,21.29,121.28
779,2021,IN,Sports & Outdoors,Kids Toy Car,UrbanStyle,Cash on Delivery,Delivered,59,10641.16,30.5,197.71
780,2022,PA,Clothing,Water Bottle,Apex,UPI,Delivered,30,15351.12,22.75,137.22
781,2023,WA,Books,Water Bottle,UrbanStyle,Credit Card,Delivered,52,20379.19,20.69,99.05
782,2022,NC,Clothing,Electric Kettle,KiddoFun,Cash on Delivery,Delivered,34,13577.27,19.95,87.03
783,2022,WA,Toys & Games,Water Bottle,Apex,Amazon Pay,Shipped,53,13992.37,29.82,115.23
784,2022,IL,Clothing,Water Bottle,Zenith,Net Banking,Delivered,57,14430.0,20.26,100.46
785,2021,PA,Electronics,Dress Shirt,CoreTech,Credit Card,Delivered,39,15008.07,22.15,169.48
786,2022,CO,Clothing,Gaming Mouse,CoreTech,UPI,Delivered,44,10489.55,20.18,95.91
787,2021,CA,Clothing,Jeans,Apex,UPI,Delivered,41,10813.64,16.46,184.5
788,2022,IN,Sports & Outdoors,Electric Kettle,Fizzle,UPI,Delivered,53,19052.54,17.68,113.15
789,2022,CA,Toys & Games,Dress Shirt,NextPro,Debit Card,Delivered,52,15397.79,28.56,196.42
790,2020,WA,Books,Kids Toy Car,Zenith,Cash on Delivery,Delivered,40,13126.48,31.53,139.82
791,2024,NC,Books,Water Bottle,Zenith,Debit Card,Delivered,62,10037.88,11.76,152.42
792,2020,PA,Electronics,Smartwatch,KiddoFun,Amazon Pay,Shipped,48,11343.11,32.89,85.66
793,2020,IL,Home & Kitchen,Dress Shirt,UrbanStyle,Credit Card,Delivered,54,18457.02,14.34,87.13
794,2020,NC,Electronics,Electric Kettle,CoreTech,Amazon Pay,Delivered,64,13026.69,23.29,122.48
795,2021,IL,Books,Kids Toy Car,Fizzle,Credit Card,Delivered,32,9605.3,31.13,167.83
796,2021,IL,Home & Kitchen,Water Bottle,Apex,Cash on Delivery,Delivered,46,17297.28,31.67,83.08
797,2022,CO,Home & Kitchen,LED Desk Lamp,CoreTech,Debit Card,Delivered,69,15651.54,14.38,81.18
798,2020,OH,Books,Gaming Mouse,Apex,Debit Card,Delivered,30,10453.88,13.61,110.92
